form	lemma	POS	morph
Qui	qui	PROrel	MORPH=empty
mange	manger	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
chair	chair	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
boyt	boire	VERcjg	NOMB.=s
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
sang	sang	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vie	vie	NOMcom	NOMB.=s|GENRE=f
eternelle	éternel	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
resusciDe	ressuscider	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=f
assistence	assistance	NOMcom	NOMB.=s|GENRE=f
teray	teray	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
dernier	dernier	ADJqua	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
chair	chair	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
veritablement	véritablement	ADVgen	MORPH=empty
viande	viander	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
sang	sang	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
veritablement	véritablement	ADVgen	MORPH=empty
breuvage	breuvage	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
allegation	allégation	NOMcom	NOMB.=s|GENRE=f
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
respondz	répondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
/	/	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	DETdem	NOMB.=s|GENRE=m
chapitre	chapitre	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	NOMpro	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3
manifeste	manifester	VERppa	NOMB.=s
et	et	CONcoo	MORPH=empty
donne	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
congnoistre	connaître	VERinf	NOMB.=s|GENRE=m
tel	tel	ADJind	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Oultre	outre	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
vouloit	vouloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
oster	ôter	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
folle	fou	ADJqua	NOMB.=s|GENRE=f
attente	attente	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
aucuns	aucun	DETind	NOMB.=p|GENRE=m
paovres	pauvre	NOMcom	NOMB.=p|GENRE=f
aveugles	aveugle	ADJqua	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
suyvoient	suivre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
/	/	PONfbl	MORPH=empty
non	non	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
sinon	sinon	ADJqua	NOMB.=s
pensantz	penser	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|CAS=r
nourriroit	nourrir	VERcjg	MODE=con|PERS.=3|NOMB.=p
corporellement	corporellement	ADVgen	MORPH=empty
sans	sans	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
labourer	labourer	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|CAS=r
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
nourryz	nourrir	VERppe	NOMB.=p
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
multiplication	multiplication	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
cinq	cinq	DETcar	NOMB.=p|GENRE=m
pains	pain	NOMcom	NOMB.=p|GENRE=m
une	un	DETndf	NOMB.=s|GENRE=f
foys	fois	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
sept	sept	DETcar	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s
autre	autre	PROind	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
desers	désert	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
autres	autre	PROind	NOMB.=p
(	(	PONpga	MORPH=empty
come	comme	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
appert	apparaître|apparoir	VERcjg	PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
mesme	même	ADJind	NOMB.=s|GENRE=m
chapitre	chapitre	NOMcom	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
estimoient	estimer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
filz	fil	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Joseph	Joseph	NOMpro	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
contennoient	contenner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
estimer	estimer	VERinf	MORPH=empty
rien	rien	PROind	NOMB.=s
de	de	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|CAS=i
/	/	PONfbl	MORPH=empty
sinon	sinon	ADVgen	NOMB.=s
qu'	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fust	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
homme	homme	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
rien	rien	PROind	NOMB.=s
de	de	PRE	MORPH=empty
divinite	divinité	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
ne	ne	ADVneg	MORPH=empty
recongnoissoient	reconnaître	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Laquelle	lequel	DETint	NOMB.=s|GENRE=f
seule	seule	ADJqua	NOMB.=s|GENRE=f
deite	déite	NOMcom	NOMB.=s|GENRE=m
poeut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
rassasier	rassasier	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
nourrir	nourrir	VERinf	MORPH=empty
noz	notre	DETpos	PERS.=2|NOMB.=p|GENRE=m
ames	âme	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
esperitz	esprit	VERcjg	MODE=imp|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Parquoy	parquoi	PRE.PROrel	NOMB.=s
affin	afin	PRE	MORPH=empty
qu'	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
pretendissent	prétendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
aucune	aucun	DETind	NOMB.=s|GENRE=f
ignorance	ignorance	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
queilz	queilz	NOMpro	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
eussent	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
excuse	excuser	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
peche	péché	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
disoit	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
corporelle	corporel	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
vivant	vivre	VERppa	MORPH=empty
qui	qui	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
descendu	descendre	VERppe	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
seule	seule	ADJqua	NOMB.=s|GENRE=f
misericorde	miséricorde	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
aucun	aucun	DETind	NOMB.=s|GENRE=m
merite	mérite	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
creature	créature	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
disoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
donc	donc	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
vivant	vivre	VERppa	MORPH=empty
qui	qui	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
descendu	descendre	VERppe	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
si	si	ADVgen	MORPH=empty
appertement	appertement	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|CAS=i
eust	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Contemnez	contemner	VERcjg	MODE=imp|PERS.=2|NOMB.=p
moy	je	PROper	PERS.=1|NOMB.=s|CAS=i
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
dehors	dehors	NOMcom	NOMB.=s|GENRE=m
tant	tant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
vouldrez	vouloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
/	/	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
suys	être	NOMcom	NOMB.=s|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
autre	autre	PROind	NOMB.=s
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
ne	ne	ADVneg	MORPH=empty
pensez	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
/	/	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p
voyez	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
dehors	dehors	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
contemnez	contemner	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
iceluy	cil	PROdem	NOMB.=s|GENRE=m
habite	habiter	VERcjg	MODE=ind|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
plenitude	plénitude	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
divinite	divinité	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Pourtant	pourtant	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s'	se	PROper	PERS.=3
ensuyt	ensuivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
donneray	donner	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
chair	chair	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
grandement	grandement	ADVgen	NOMB.=s|GENRE=m
accomply	accomplir	NOMcom	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
mort	mort	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
vivifier	vivifier	VERinf	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s'	se	PROper	PERS.=3
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
voluntairement	volontairement	ADVgen	MORPH=empty
donne	donner	VERcjg	TEMPS=pst|NOMB.=s
en	en	ADVgen	MORPH=empty
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
parfaict	parfait	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
se	se	PROper	PERS.=3
offrant	offrir	VERppa	NOMB.=s
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
ardent	ardent	ADJqua	NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
notre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
redemption	rédemption	NOMcom	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
tres	très	ADVgen	MORPH=empty
proprement	proprement	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
appelle	appeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
chair	chair	NOMcom	NOMB.=s|GENRE=f
pain	pain	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
pain	pain	NOMcom	NOMB.=s|GENRE=m
vivant	vivre	VERppa	MORPH=empty
:	:	PONfbl	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
et	et	CONcoo	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
une	un	DETndf	NOMB.=s|GENRE=f
mesme	même	ADJind	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
En	en	PRE	MORPH=empty
laquelle	lequel	DETind	NOMB.=s|GENRE=f
signification	signification	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
le	le	PROper	PERS.=3|NOMB.=s|GENRE=m
sainct	saint	NOMcom	NOMB.=s|GENRE=m
apostre	apôtre	ADJqua	NOMB.=s|GENRE=m
appelle	appeler	VERcjg	NOMB.=s
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
De	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
assistence	assistance	NOMcom	NOMB.=s|GENRE=f
celeste	céleste	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
autrement	autrement	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
seroit	être	VERcjg	MODE=con|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
notre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=m
vie	vie	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
nourriture	nourriture	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
tout	tout	ADVgen	GENRE=m
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
faict	faire	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
soymesme	même	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
nourriture	nourriture	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
autruy	autrui	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
veritable	véritable	ADJqua	NOMB.=s|GENRE=m
filz	fil	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
faict	faire	ADJqua	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
redemption	rédemption	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
vie	vie	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
come	comme	NOMcom	NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Verbum	@latin	ADJqua	NOMB.=s|GENRE=m
caro	@latin	ADJqua	NOMB.=s
factum	@latin	NOMcom	NOMB.=s|GENRE=m
est	@latin	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Voyre	voire	NOMcom	MORPH=empty
si	si	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
vive	vif	ADJqua	NOMB.=s|GENRE=m
foy	foi	NOMcom	NOMB.=s|GENRE=m
asseuree	assurer	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
certaine	certain	ADJqua	NOMB.=s|GENRE=f
confidence	confidence	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
unyz	uni	ADVgen	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
joinctz	joindre	NOMcom	NOMB.=p
a	à	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
intelligence	intelligence	NOMcom	NOMB.=s|GENRE=f
donc	donc	ADVgen	MORPH=empty
veritable	véritable	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
sentence	sentence	VERcjg	NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
certaine	certain	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
chapitre	chapitre	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
non	non	ADVneg	MORPH=empty
point	point	ADVneg	GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
comestion	comestion	NOMcom	NOMB.=s|GENRE=f
corporelle	corporel	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
charnelle	charnel	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
comestion	cométion	NOMcom	NOMB.=s|GENRE=f
spirituelle	spirituel	ADJqua	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
se	se	PROper	PERS.=3
faict	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3
par	par	PRE	MORPH=empty
vive	vif	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
entiere	entier	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
ferme	fermer	ADJqua	NOMB.=s|GENRE=f
foy	foi	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
unist	unir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
incorpore	incorporer	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
conjoinct	conjoindre	ADJqua	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
faict	faire	VERcjg	MODE=ind|PERS.=3
gouster	goûter	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Comme	comme	CONsub	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m
mesme	même	ADJind	NOMB.=s|GENRE=m
declaire	déclarer	NOMcom	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
iceluy	cil	ADJqua	NOMB.=s|GENRE=m
passage	passage	NOMcom	NOMB.=s|GENRE=m
ou	où	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
parolles	parole	NOMcom	NOMB.=p|GENRE=f
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
esperit	esprit	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
vie	vie	NOMcom	NOMB.=s|GENRE=f
